,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_n_subj.589703985,0.000123841,0.008827058,-0.019346595,-0.004411583,0.000508617,0.005329186,0.016937992,0.000290759
v_stim_n_subj.605713945,0.001149189,0.008941796,-0.017122243,-0.003655935,0.001173706,0.005748633,0.020107826,0.000271359
v_stim_n_subj.626227255,0.001237286,0.008543316,-0.016561371,-0.003513834,0.001348782,0.005775027,0.019105429,0.000261002
v_stim_n_subj.628308431,-0.000155207,0.008880652,-0.01991336,-0.004850057,0.000254599,0.005170982,0.017334556,0.000276931
v_stim_n_subj.630235377,0.000772855,0.008735664,-0.017491111,-0.003762593,0.000983147,0.005553651,0.018550218,0.000264259
v_stim_n_subj.642346147,0.000340688,0.008908951,-0.019410943,-0.004338645,0.000760684,0.005358966,0.018442971,0.000263647
v_stim_n_subj.650974545,0.001824477,0.008696912,-0.015409875,-0.003097036,0.001768171,0.006141742,0.021118672,0.0002792
v_stim_n_subj.652231699,0.001064335,0.008739161,-0.01778907,-0.003493982,0.001301188,0.00562782,0.019484545,0.000253733
v_stim_n_subj.657894484,0.000459774,0.008795403,-0.01858034,-0.004072519,0.00085677,0.005455232,0.01748698,0.000265704
v_stim_n_subj.664438269,-0.001241042,0.008634323,-0.021245161,-0.005633323,-0.000512818,0.004385048,0.014479157,0.000325595
v_stim_n_subj.673728725,-0.00075869,0.008169793,-0.018932581,-0.005200368,-0.000276873,0.004596901,0.014268114,0.000299423
v_stim_n_subj.683861923,0.00141024,0.008556596,-0.016470206,-0.003301306,0.001616962,0.005937675,0.019507367,0.000247847
v_stim_n_subj.696039965,0.002511587,0.00825385,-0.012998104,-0.002435929,0.002325279,0.006683113,0.020273765,0.000274432
v_stim_n_subj.716236442,0.001090471,0.008015337,-0.015539802,-0.003344882,0.001306233,0.005534385,0.017670231,0.000239731
v_stim_n_subj.717256200,-0.002122414,0.008237732,-0.021545713,-0.006304106,-0.00136047,0.003539357,0.011627552,0.000353705
v_stim_n_subj.718176674,0.000905613,0.008736141,-0.017784594,-0.003626262,0.001146055,0.005593851,0.018786496,0.000259197
v_stim_n_subj.720435955,-0.000702161,0.008654977,-0.02059496,-0.00525043,3.29E-05,0.004822226,0.015594548,0.000313177
v_stim_n_subj.733093513,0.002908102,0.008813359,-0.013366091,-0.002127947,0.002564581,0.006751026,0.023746373,0.000277305
v_stim_n_subj.749079099,8.85E-05,0.00871281,-0.018972546,-0.004402736,0.000378962,0.005138821,0.01748822,0.000252709
v_stim_n_subj.755075290,0.001034159,0.00895404,-0.017688489,-0.003674634,0.001268798,0.005722322,0.019197812,0.000263313
